2	0110
3	100-
4	1110
5	1010
6	1111
7	1010
8	0011
9	0110
10	0011
11	1111
12	1110
13	1010
14	1010
15	1111
16	1010
17	1011
18	1010
19	0110
20	1111
21	1110
22	1110
23	110-
24	1111
25	1011
27	010-
28	010-
29	000-
30	100-
31	000-
32	100-
33	110-
34	110-
35	010-
36	010-
37	010-
38	010-
39	010-
40	000-
41	010-
42	100-
43	100-
44	000-
45	100-
46	000-
47	010-
48	000-
49	010-
50	000-
52	100-
53	000-
54	110-
55	010-
56	100-
57	110-
58	010-
59	010-
60	000-
61	100-
62	110-
63	110-
64	010-
65	010-
66	110-
67	110-
68	010-
69	000-
70	100-
71	010-
72	010-
73	100-
74	110-
75	000-
77	010-
78	1010
79	1110
80	1011
81	0011
82	0110
83	0010
84	1111
85	1111
86	1110
87	1111
88	1010
89	0010
90	0110
91	0110
92	0010
93	0110
94	1111
95	0011
96	0111
97	0010
98	1110
99	0110
100	1111
102	000-
103	010-
104	110-
105	100-
106	110-
107	110-
108	010-
109	010-
110	000-
111	100-
112	000-
113	100-
114	110-
115	100-
116	110-
117	110-
118	010-
119	100-
120	000-
121	110-
122	100-
123	110-
124	110-
125	110-
127	100-
128	000-
129	100-
130	110-
131	110-
132	100-
133	000-
134	110-
135	110-
136	000-
137	010-
138	110-
139	100-
140	000-
141	010-
142	010-
143	100-
144	000-
145	010-
146	110-
147	010-
148	010-
149	010-
150	100-
152	1111
153	1111
154	0010
155	0110
156	1111
157	0110
158	1010
159	1111
160	1111
161	0111
162	0110
163	1010
164	0110
165	0011
166	0110
167	000-
168	110-
169	010-
170	000-
171	010-
172	000-
173	010-
174	100-
175	110-
177	0110
178	000-
179	010-
180	010-
181	100-
182	000-
183	100-
184	110-
185	000-
186	100-
187	000-
188	1111
189	1111
190	1111
191	0110
192	1010
193	0011
194	1011
195	0110
196	1111
197	1010
198	1111
199	0011
200	1111
202	1111
203	1111
204	100-
205	110-
206	010-
207	110-
208	000-
209	100-
210	0110
211	1010
212	0010
213	1010
214	110-
215	1010
216	1010
217	100-
218	000-
219	110-
220	110-
221	0010
222	110-
223	110-
224	010-
225	000-
227	110-
228	000-
229	010-
230	110-
231	010-
232	010-
233	110-
234	010-
235	100-
236	000-
237	000-
238	000-
239	010-
240	000-
241	100-
242	100-
243	100-
244	110-
245	000-
246	000-
247	010-
248	100-
249	110-
250	110-
278	110-
279	100-
280	110-
281	110-
282	110-
283	000-
284	000-
285	010-
286	110-
287	110-
288	100-
289	110-
290	100-
291	110-
292	110-
293	110-
294	000-
295	100-
296	100-
297	110-
298	110-
299	110-
300	110-
302	1111
303	1111
304	0010
305	0110
306	1111
307	000-
308	1010
309	110-
310	1111
311	0011
312	010-
313	110-
314	0010
315	010-
316	0110
317	0110
318	110-
319	0110
320	0011
321	0110
322	0111
323	0111
324	1011
325	1111
327	110-
328	100-
329	010-
330	110-
331	110-
332	110-
333	110-
334	000-
335	000-
336	110-
337	1010
338	000-
339	010-
340	100-
341	000-
342	100-
343	100-
344	110-
345	110-
346	110-
347	000-
348	010-
349	100-
350	000-
377	100-
378	110-
379	110-
380	110-
381	000-
382	100-
383	000-
384	100-
385	000-
386	110-
387	000-
388	100-
389	110-
390	110-
391	110-
392	110-
393	000-
394	100-
395	110-
396	000-
397	100-
398	110-
399	000-
400	010-
402	100-
403	010-
404	010-
405	100-
406	000-
407	010-
408	100-
409	110-
410	110-
411	110-
412	000-
413	010-
414	100-
415	110-
416	110-
417	000-
418	100-
419	110-
420	000-
421	100-
422	110-
423	110-
424	000-
425	100-
427	010-
428	100-
429	110-
430	110-
431	000-
432	010-
433	100-
434	110-
435	000-
436	100-
437	110-
438	000-
439	100-
440	110-
441	000-
442	100-
443	110-
444	000-
445	000-
446	100-
447	000-
448	100-
449	100-
450	110-
477	1010
478	000-
479	100-
480	110-
481	110-
482	1110
483	110-
484	110-
485	1110
486	0111
487	1111
488	1011
489	100-
490	1111
491	0110
492	110-
493	1111
494	110-
495	1111
496	110-
497	0010
498	1010
499	000-
500	1010
502	0010
503	1010
504	1110
505	1111
506	0111
507	0110
508	0010
509	1111
510	1011
511	1010
512	1011
513	1110
514	0110
515	0110
516	0010
517	0010
518	010-
519	100-
520	010-
521	0111
522	010-
523	100-
524	000-
525	110-
527	100-
528	000-
529	100-
530	110-
531	110-
532	100-
533	000-
534	100-
535	100-
536	000-
537	010-
538	100-
539	100-
540	010-
541	000-
542	010-
543	110-
544	010-
545	000-
546	110-
547	010-
548	000-
549	010-
550	100-
553	000-
554	010-
555	110-
556	010-
557	110-
558	100-
559	100-
560	010-
561	000-
562	000-
563	000-
564	010-
565	010-
566	000-
567	110-
568	100-
569	0110
570	110-
571	000-
572	010-
573	010-
574	010-
575	010-
602	0011
603	110-
604	110-
605	110-
606	010-
607	000-
608	110-
609	110-
610	000-
611	000-
612	110-
613	000-
614	000-
615	110-
616	100-
617	000-
618	000-
619	000-
620	000-
621	100-
622	000-
623	110-
624	110-
625	110-
627	1110
628	000-
629	0011
630	100-
631	1111
632	110-
633	0011
634	0111
635	010-
636	0111
637	010-
638	100-
639	1110
640	110-
641	110-
642	0011
643	010-
644	010-
645	100-
646	000-
647	1010
648	110-
649	110-
650	110-
652	1111
653	000-
654	0110
655	1111
656	110-
657	0011
658	100-
659	1111
660	1111
661	1010
662	1111
663	0110
664	1111
665	0110
666	1011
667	0110
668	1010
669	0110
670	1010
671	1010
672	1110
673	110-
674	110-
675	000-
677	110-
678	000-
679	110-
680	110-
681	110-
682	100-
683	100-
684	0110
685	010-
686	010-
687	110-
688	1110
689	110-
690	110-
691	000-
692	010-
693	010-
694	000-
695	010-
696	010-
697	010-
698	1011
699	0110
700	000-
727	1111
728	0110
729	1111
730	0110
731	0111
732	1010
733	0011
734	0011
735	0110
736	1010
737	0110
738	0110
739	1010
740	1010
741	0110
742	1111
743	0110
744	1010
745	0110
746	0111
747	0110
748	100-
749	1010
750	0010
752	110-
753	100-
754	010-
755	010-
756	100-
757	000-
758	110-
759	110-
760	100-
761	000-
762	010-
763	110-
764	010-
765	000-
766	000-
767	000-
768	110-
769	010-
770	000-
771	000-
772	000-
773	000-
774	110-
775	110-
777	1010
778	110-
779	000-
780	1111
781	1111
782	0110
783	0011
784	0110
785	1010
786	0110
787	0011
788	1111
789	0110
790	1010
791	0110
792	1111
793	1111
794	1111
795	1010
796	0110
797	1111
798	0110
799	0011
800	0110
827	0011
828	0110
829	1010
830	1110
831	1111
832	1010
833	0011
834	0011
836	0110
837	0011
838	1010
839	1111
840	1110
841	1111
842	1111
843	0010
844	1011
845	0110
846	1011
847	1111
848	1010
849	1110
850	1111
852	1111
853	0110
854	0011
855	1111
856	0010
857	0110
858	1011
859	0110
860	1111
861	0010
862	0111
863	0110
864	0011
865	0111
866	1010
867	1111
868	1111
869	1110
870	0110
871	0011
872	0110
873	1111
874	1110
875	1111
877	100-
878	000-
879	110-
880	000-
881	100-
882	100-
883	000-
884	010-
885	010-
886	1111
887	100-
888	110-
889	0110
890	000-
891	110-
892	110-
893	010-
894	010-
895	100-
896	000-
897	000-
898	100-
899	110-
900	0011
927	0011
928	1011
929	1110
930	1110
931	0111
932	0111
933	1110
934	1011
935	010-
936	1011
937	100-
938	0010
939	100-
940	1110
941	010-
942	1010
943	1011
944	0110
945	0011
946	1111
947	0010
948	1110
949	1110
950	1011
952	100-
953	100-
954	100-
955	100-
956	100-
957	010-
958	100-
959	100-
960	110-
961	110-
962	110-
963	000-
964	110-
965	010-
966	110-
967	000-
968	010-
969	100-
970	110-
971	000-
972	010-
973	100-
974	110-
975	000-
977	0010
978	000-
979	000-
980	0111
981	1011
982	0010
983	1011
984	110-
985	0010
986	100-
987	0010
988	100-
989	110-
990	1011
991	0010
992	1110
993	0111
994	1011
995	0010
996	1011
997	1110
998	1111
999	0111
1000	1111
1027	010-
1028	000-
1029	100-
1030	110-
1031	1111
1032	1110
1033	0011
1034	000-
1035	010-
1036	1010
1037	000-
1038	1010
1039	110-
1040	1110
1041	110-
1042	110-
1043	000-
1044	1011
1045	000-
1046	1111
1047	1111
1048	1110
1049	1110
1050	1111
1052	110-
1053	110-
1054	110-
1055	110-
1056	110-
1057	000-
1058	100-
1059	110-
1060	110-
1061	110-
1062	110-
1063	000-
1064	110-
1065	000-
1066	100-
1067	000-
1068	000-
1069	110-
1070	110-
1071	000-
1072	000-
1073	110-
1074	110-
1075	000-
1077	110-
1078	0010
1079	110-
1080	000-
1081	0011
1082	110-
1083	000-
1084	000-
1085	010-
1086	100-
1087	000-
1088	000-
1089	100-
1090	100-
1091	0110
1092	110-
1093	000-
1094	110-
1095	010-
1096	000-
1097	0110
1098	100-
1099	110-
1100	000-
1127	010-
1128	100-
1129	000-
1130	100-
1131	110-
1132	110-
1133	110-
1134	110-
1135	010-
1136	010-
1137	100-
1138	000-
1139	000-
1140	000-
1141	110-
1142	000-
1143	010-
1144	100-
1145	100-
1146	110-
1147	000-
1148	110-
1149	110-
1150	010-
1152	010-
1153	010-
1154	010-
1155	100-
1156	000-
1157	100-
1158	110-
1159	110-
1160	000-
1161	010-
1162	010-
1163	010-
1164	010-
1165	000-
1166	010-
1167	100-
1168	110-
1169	000-
1170	100-
1171	000-
1172	010-
1173	010-
1174	000-
1175	000-
1177	110-
1178	110-
1179	110-
1180	110-
1181	100-
1182	000-
1183	100-
1184	100-
1185	110-
1186	110-
1187	110-
1188	000-
1189	100-
1190	000-
1193	100-
1194	100-
1195	110-
1196	000-
1197	010-
1198	100-
1199	110-
1200	000-
1202	1111
1203	0010
1204	0011
1205	1011
1206	0010
1207	0110
1208	1011
1209	0110
1210	1111
1211	0110
1212	010-
1213	0110
1214	0011
1215	0011
1216	100-
1217	1111
1218	110-
1219	110-
1220	0110
1221	0111
1222	010-
1223	100-
1224	110-
1225	110-
1227	000-
1228	100-
1229	1010
1230	110-
1231	110-
1232	100-
1233	000-
1234	010-
1235	000-
1236	1111
1237	100-
1238	100-
1239	110-
1240	110-
1241	110-
1242	110-
1243	100-
1244	000-
1245	100-
1246	110-
1247	110-
1248	110-
1249	1111
1250	110-
1277	1110
1278	1110
1279	1010
1280	0010
1281	110-
1282	0010
1283	0110
1284	0010
1285	0010
1286	100-
1287	1111
1288	110-
1289	0011
1290	1010
1291	110-
1292	0011
1293	0010
1294	0110
1295	1010
1296	1110
1297	0010
1298	100-
