3	0
5	1
6	2
7	3
8	4
9	5
10	6
11	7
12	8
13	9
14	10
15	11
16	12
17	13
18	14
20	15
22	16
23	17
24	18
25	19
26	20
27	21
28	22
29	23
31	24
32	25
33	26
34	27
36	28
37	29
38	30
39	31
40	32
41	33
42	34
43	35
44	36
45	37
46	38
47	39
48	40
49	41
50	42
51	43
52	44
53	45
54	46
55	47
56	48
57	49
58	50
59	51
60	52
62	53
64	54
65	55
66	56
67	57
69	58
70	59
71	60
72	61
73	62
74	63
75	64
76	65
77	66
78	67
80	68
81	69
82	70
83	71
84	72
85	73
86	74
87	75
88	76
89	77
90	78
91	79
92	80
93	81
94	82
96	83
97	84
99	85
100	86
101	87
103	88
105	89
106	90
107	91
108	92
110	93
111	94
112	95
113	96
114	97
115	98
116	99
117	100
118	101
119	102
120	103
122	104
123	105
124	106
125	107
126	108
127	109
128	110
129	111
130	112
131	113
132	114
133	115
134	116
135	117
136	118
137	119
138	120
139	121
140	122
142	123
143	124
144	125
146	126
147	127
148	128
149	129
150	130
151	131
152	132
153	133
154	134
155	135
156	136
157	137
158	138
159	139
160	140
162	141
163	142
164	143
166	144
167	145
168	146
169	147
171	148
172	149
173	150
174	151
175	152
176	153
177	154
178	155
179	156
180	157
181	158
182	159
183	160
184	161
185	162
186	163
187	164
188	165
189	166
190	167
191	168
192	169
193	170
194	171
195	172
196	173
197	174
198	175
199	176
200	177
201	178
202	179
203	180
204	181
205	182
206	183
207	184
208	185
209	186
210	187
211	188
212	189
213	190
215	191
216	192
217	193
218	194
219	195
220	196
221	197
222	198
223	199
224	200
226	201
227	202
228	203
230	204
231	205
232	206
233	207
234	208
235	209
236	210
237	211
238	212
239	213
240	214
241	215
242	216
244	217
245	218
246	219
247	220
248	221
249	222
250	223
251	224
252	225
254	226
255	227
256	228
257	229
258	230
259	231
260	232
261	233
262	234
263	235
264	236
265	237
266	238
267	239
268	240
269	241
270	242
271	243
272	244
273	245
274	246
275	247
276	248
277	249
278	250
279	251
280	252
281	253
282	254
283	255
284	256
285	257
286	258
287	259
288	260
289	261
290	262
291	263
292	264
293	265
294	266
296	267
297	268
298	269
299	270
300	271
301	272
302	273
303	274
304	275
305	276
306	277
307	278
308	279
